
(17421527,81853221,-80.38,'FL','Spring','Target Spring Hill T-919_4401 Commercial Way_Spring Hill Florida 34606_352/596-1411',28.49313816,-82.59766888),
(04376377,34940489,-56.82,'FL','St','Albertsons-St Augustine 4367_200 State Road 312_St Augustine Florida 32084_904-825-0097',29.866937,-81.320635),
(48014122,58523802,-46.92,'FL','St','Canoe Creek Travel Plaza_MM-229 Floridas Turnpike_St Cloud Florida 34769',28.2473,-81.2898),
(31239039,08865612,-53.54,'FL','St','Albertsons-St Petersburg 4302_3700 4th Street North_St Petersburg Florida 337041314_727-521-3581',27.80578963,-82.63866451),
(57697227,30355903,-65.03,'FL','St',' Hilton St. Petersburg_333 1st St S_St Petersburg Florida 33701',27.76206032,-82.63384839),
(69736875,03884599,-57.32,'FL','Stuart','US 1 & Britt Rd_2537 NW Federal Hwy_Stuart Florida 34994_772-692-3061',27.235327,-80.268364),
(90092767,02128438,-33.07,'FL','Stuart','Monterey Rd & Federal Hwy_2294 SE Federal Hwy_Stuart Florida 34994_772-219-0187',27.17765739,-80.23665007),
(38802172,29875112,-38.87,'FL','Sunrise','Springtree & University_3551 N. University Dr._Sunrise Florida 33351_954-742-7657',26.1681225,-80.256606),
(90435888,72026982,-55.52,'FL','Sunrise','Flamingo Rd & Sunrise Blvd & Super Target_12801 W. Sunrise Blvd_Sunrise Florida 33323_954-846-0864',26.14456566,-80.32219819),
(81287086,45879131,-78.00,'FL','Tallahassee','N. Monroe & John Knox_2264-1 North Monroe Street_Tallahassee Florida 32301_850-386-2417',30.4447247,-84.28066164),
(74884008,07047214,-58.11,'FL','Tallahassee','1703 W Tennessee_1703 W Tennessee_Tallahassee Florida 32304_850-425-2641',30.44899357,-84.30876787),
(77098941,69810057,-77.29,'FL','Tallahassee','I-10 & Thomasville Rd_3425 Thomasville Road_Tallahassee Florida 32309_850-894-7005',30.50457764,-84.25084103),
(62286996,68204545,-48.51,'FL','Tampa','TPA - Tampa Airport_5507 W Spruce St_Tampa Florida 33607_813-396-3977',27.96011361,-82.53454427),
(20665936,03709250,-60.45,'FL','Tampa','8602 Hillsborough Ave_8602 Hillsborough Ave_Tampa Florida 33625_813-885-4579',27.996657,-82.579835),
(56371523,09992846,-75.40,'FL','Tampa','BB Downs & Richmond Park Dr._17525 Preserve Walk Lane_Tampa Florida 33647_813-866-9552',28.1281075,-82.356186),
(33071382,15709614,-72.59,'FL','Tampa','Fidelity_1508 North Westshore Blvd._Tampa Florida 33607_813-639-9677',27.95605561,-82.52422684),
(47702032,07290141,-76.39,'FL','Tampa','Race Track & Nine Eagles_12998 Race Track Rd_Tampa Florida 33626_813-814-0412',28.069285,-82.632718),
(96335855,32814980,-54.28,'FL','Tampa','I-275 & Hillsborough (UCO)_502 E. Hillsborough Avenue_Tampa Florida 33604_813-231-4276',27.9962,-82.4552),
(89451118,63924033,-58.02,'FL','Tampa','Waters & Anderson_9222 Anderson Road_Tampa Florida 33634_813-890-8718',28.03166552,-82.54046031),
(46503083,14706857,-76.71,'FL','Tampa','W Gandy Blvd & S Himes_3615 West Gandy Blvd_Tampa Florida 33611_813-831-5179',27.8937,-82.502733),
(22997603,35001822,-42.08,'FL','Tampa','3400 Bay to Bay Blvd._3409 Bay to Bay Blvd._Tampa Florida 33629_813-835-0506',27.91974015,-82.49895143),
(28662762,61436560,-65.36,'FL','Tampa','401 S. Dale Mabry Hwy_401 South Dale Mabry highway_Tampa Florida 33609_813-870-6844',27.94125852,-82.50575875),
(99209088,99713370,-69.27,'FL','Tampa','Fletcher & Park Edge_8229 Parkedge Drive_Tampa Florida 33637_813-979-4848',28.06969888,-82.36786033),
(85761577,66294174,-60.27,'FL','Tampa','Baystreet Store_2223 N.Westshore Blvd._Tampa Florida 33607_813-353-1840',27.9594005,-82.52428),
(38947585,08610695,-79.24,'FL','Tampa','Howard & Moody_711 South Howard St_Tampa Florida 33606_813-250-9223',27.93716866,-82.48291367),
(42197478,15501752,-33.31,'FL','Tampa','Centro & Ybor_1600 E 8th_Tampa Florida 33605_813-241-4457',27.960993,-82.44152392),
(57561074,32967126,-65.00,'FL','Tampa','Fowler & 50th_5006 E Fowler_Tampa Florida 33617_(813) 989-3769',28.05445811,-82.40160204),
(74055381,47302013,-73.64,'FL','Tampa','Shoppes of Carrollwood_14394 N. Dale Mabry Hwy._Tampa Florida 33618_(813) 962-1179',28.0795155,-82.506955),
(64892267,58703664,-46.58,'FL','Tampa','Montague & Linebaugh_10118 Montague Blvd._Tampa  Florida 33269_813-926-4430',28.0448685,-82.59701),
(50887726,11624067,-45.02,'FL','Tampa','Racetrack Rd & Hillsborough Ave_13811 West Hillsborough Ave_Tampa Florida 33625_813-814-2200',28.03308394,-82.64651156),
(44319636,36130453,-78.42,'FL','Tampa','Westshore Plaza_225 Westshore Plaza_Tampa Florida 33609_813-287-1750',27.94481505,-82.52752642),
(46911788,89819006,-72.32,'FL','Tampa','Westshore & Kennedy_112-144 South Westshore Blvd_Tampa Florida 33609_813-636-8500',27.9441785,-82.52448),
(09001284,42371146,-30.32,'FL','Valrico','Lithia Crossing_3482 Lithia-Pinecrest Rd_Valrico Florida 33594_813-643-1715',27.89230008,-82.24256051),
(65538303,46458170,-52.13,'FL','Vero','Target Vero Beach T-1050_5800 20th Street_Vero Beach Florida 32966',27.63904,-80.44685),
(74022168,31841533,-33.20,'FL','Vero','Palm-Indian River Mall_6200 20th Street_Vero Beach Florida 32966_772-564-0718',27.639236,-80.45605),
(67581489,33224797,-51.71,'FL','Wellington','Wellington Green_10580 Forest Hill Blvd._Wellington Florida 33414_561-753-0788',26.6509605,-80.21442),
(93539380,50459570,-52.46,'FL','Wellington','Forest Hill Blvd & Wellington Trace_12840 West Forest Hills Blvd_Wellington Florida 33414_561-333-2049',26.672983,-80.24769),
(56078643,41982215,-48.24,'FL','Wesley','Super Target Wesley Chapel ST-1382_1201 County Road 581 (Bruce B. Downs)_Wesley Chapel Florida 33543',28.18140833,-82.35351011),
(56106459,92772013,-31.37,'FL','Weston','Griffin & Weston_4503 Weston Road_Weston Florida 33331_954-385-0495',26.0629227,-80.36218211),
(31078055,85232244,-46.78,'FL','Weston','Weston Town Center_1739 Main St_Weston Florida 333263668_954-659-2483',26.0993005,-80.3807),
(89937901,16045820,-68.14,'FL','Weston','Lakes Plaza/Weston_310 Indian Trace Road_Weston Florida 33326_(954) 385-0322',26.12044617,-80.39448122),
(04854816,69817549,-63.58,'FL','Winter','Albertsons-Winter Park 4390_440 North Orlando Ave_Winter Park Florida 32789_407-740-7444',28.60116031,-81.36515113),
(85451149,40756693,-80.02,'FL','Winter','Target Orlando/Winter Park T-2032_7414 University Boulevard_Winter Park Florida 32792',28.59729172,-81.28822599),
(96901045,03531871,-37.59,'FL','Winter','Palm-Winter Park Village_480 N Orlando Ave_Winter Park Florida 32789_407-539-2901',28.601626,-81.365099),
(45858756,21317636,-49.82,'GA','Alpharetta','Bethany & Hwy 9_13800 Hwy 9_Alpharetta Georgia 30004_678-393-8204',34.116353,-84.269609),
(72294139,66919776,-46.59,'GA','Alpharetta','Old Milton Pkwy @ State Bridge_4180 &4190 Old Milton Pkwy_Alpharetta Georgia 30005_770-521-9865',34.06309891,-84.24900055),
(78805694,57540097,-73.74,'GA','Alpharetta','Alpharetta Barnes & Noble_7660 North Point Parkway_Alpharetta Georgia 30022_770-998-2846',34.04031728,-84.30456047),
(07779663,38325954,-44.62,'GA','Alpharetta','Alpharetta Crossing_11770 Haynes Bride Road_Alpharetta Georgia 30022_770-346-0874',34.05458896,-84.28581843),
(15503862,11212825,-59.09,'GA','Alpharetta','Haynes Bridge Village_9925 Haynes Bridge Road_Alpharetta Georgia 30022_(770) 569-0230',34.02184844,-84.26999289),
(30792022,09707109,-31.25,'GA','Alpharetta','Holcomb Br. @ Barnwell_8420 Holcomb Bridge Rd_Alpharetta Georgia 30022_678-352-1486',33.9855938,-84.2696787),
(72145455,71688962,-78.27,'GA','Alpharetta','Mansell Point_1605 Mansell Place Rd_Alpharetta Georgia 30201_770-649-0767',34.106,-84.2832),
(35322924,51710306,-34.72,'GA','Alpharetta','The Terraces @ Winward_3070 Windward Plaza_Alpharetta Georgia 300057449_678-366-8894',34.09396158,-84.23916141),
(34071364,98612439,-33.93,'GA','Alpharetta','Windward Pkwy @ Hwy 9_5315A Windward Parkway_Alpharetta Georgia 30004_770-772-0228',34.08876017,-84.27315369),
(09186154,86332702,-41.19,'GA','Athens','Hwy 78 @ the 10 Loop_10 Huntington Rd_Athens Georgia 30606_706-353-6632',33.9494,-83.4636),
(33595698,75742962,-50.47,'GA','Athens','Athens_100 College Avenue_Athens Georgia 30601_706-543-0114',33.95769194,-83.37522329),
(89397685,77923803,-76.14,'GA','Atlanta','ATL - Atlanta Airport_6000 N Terminal Pkwy_Atlanta Georgia 30320_404-530-7517',33.63429668,-84.45636826),
(57938254,40967984,-67.97,'GA','Atlanta','Briarcliff & LaVista_2135 Briarcliff Road NE_Atlanta Georgia 30329_404-320-0248',33.81602233,-84.33497308),
(58789035,56910591,-58.05,'GA','Atlanta','Brookhaven_3901 Peachtree Rd NE_Atlanta Georgia 30319_(404) 504-9277',33.85738363,-84.34403529),
(19591310,73617132,-64.13,'GA','Atlanta','Disco Kroger_3330 Piedmont Road_Atlanta Georgia 30305_404-240-5596',33.84679882,-84.37291451),
(29757473,80345942,-35.57,'GA','Atlanta','Cascade Road (UCO)_3660 Cascade Road SW_Atlanta Georgia 30331_404-699-1093',33.72325414,-84.50814979),
(55823468,72319749,-30.10,'GA','Atlanta','Dunwoody Place_8725 Roswell Road_Atlanta Georgia 30350_(770) 992-5347',33.99377978,-84.35134727),
(33596854,46617730,-78.46,'GA','Atlanta','North Druid & LaVista_2826 North Druid Hills Rd_Atlanta Georgia 30329_404-320-7561',33.818178,-84.312573),
(87763162,84435947,-46.58,'GA','Atlanta','Peachtree Battle_2333 Peachtree Road_Atlanta Georgia 30305_404-261-8447',33.8187805,-84.38865018),
(38641476,59884893,-55.79,'GA','Atlanta','Roswell Rd @ I-285_5841 Roswell Rd_Atlanta Georgia 30342_404-459-7306',33.90219719,-84.37882512),
(77919284,27620899,-53.73,'GA','Atlanta','Roswell Road_6160 Roswell Road_Atlanta Georgia 30328_404-256-3774',33.92319185,-84.37920902),
(59611785,96116789,-42.83,'GA','Atlanta','867 Peachtree_867 Peachtree Street_Atlanta Georgia 30308_404-876-7466',33.778304,-84.384051),
(88541806,15537937,-62.96,'GA','Atlanta','21 14th Street_21 14th Street NE_Atlanta Georgia 30309_404-892-4588',33.78667452,-84.38708093),
(36922976,56982368,-50.07,'GA','Atlanta','Ansley Mall_1544 Piedmont Rd NE_Atlanta Georgia 30324_404-876-0629',33.82786766,-84.36702255),
(72824092,63025331,-31.59,'GA','Atlanta','Abernathy Square_6681 K Roswell Rd_Atlanta Georgia 30328_404-459-0443',33.9317,-84.3761),
(77043867,72917819,-65.33,'GA','Atlanta','Atlanta Financial Center_3343 Peachtree Road_Atlanta Georgia 30326_(404) 233-0009',33.84699208,-84.36791084),
(57799529,78988015,-73.11,'GA','Atlanta','Atlanta Merchandise Mart_240 Peachtree Street NW_Atlanta Georgia 30303_404-589-4522',33.76079,-84.387764),
(39260483,88524181,-59.74,'GA','Atlanta','Buckhead (B&N)_2900 Peachtree Road NE_Atlanta Georgia 30305_404-364-9099',33.83348549,-84.38328523),
(19522265,91769101,-68.66,'GA','Atlanta','Cambridge Square_3520 Ashford Dunwoody Road_Atlanta Georgia 30319_770-458-9082',33.89375783,-84.32842981),
(34508754,07790575,-67.87,'GA','Atlanta','Emory Village_1569 North Decatur Road_Atlanta Georgia 30307_404-371-0606',33.78794423,-84.32682147),
(53981556,84955737,-55.13,'GA','Atlanta','Equitable_100 Peachtree St._Atlanta Georgia 30303_(404) 221-2540',33.75646,-84.388548),
(81966533,50255484,-73.55,'GA','Atlanta','Little Five Points_506 Moreland Avenue_Atlanta Georgia 30307_404-230-9085',33.76795159,-84.34905247),
(97445083,27405313,-64.38,'GA','Atlanta','Peachtree @ 17th_1375 Peachtree St NE_Atlanta Georgia 30318_404-874-8092',33.7921685,-84.38615165),
(54597370,78242093,-33.96,'GA','Atlanta','Vinings_2941 Paces Ferry Road_Atlanta Georgia 30339_770-436-6225',33.86611482,-84.46722775),
(69064235,27600407,-43.59,'GA','Atlanta','Perimeter Point Shopping Center_1155 Mount Vernon Highway_Atlanta Georgia 30350_(770) 394-2116',33.9493,-84.3225),
(00878640,54105822,-54.75,'GA','Atlanta','Virginia Highlands_800 North Highland Drive_Atlanta Georgia 30306_404-249-6268',33.77632443,-84.35240304),
(61951526,67020062,-38.69,'GA','Atlanta','Piedmont & Sydney Marcus_2581 Piedmont Rd NE_Atlanta Georgia 30324_404-814-2451',33.825328,-84.367199),
(57443496,60949751,-74.21,'GA','Atlanta','West Paces Ferry_1200 West Paces Ferry Road NW_Atlanta Georgia 30327_404-264-0120',33.85015424,-84.42702552),
(53729855,59514805,-48.11,'GA','Atlanta','Roswell Rd. @ Chastain_4285 Roswell Rd_Atlanta Georgia 30342_404-497-9121',33.87118813,-84.38108591),
(77093161,88767601,-63.35,'GA','Augusta','I-20 & Washington_3018 Washington Rd_Augusta Georgia 30907_706-736-4811',33.51296179,-82.04949156),
(33833411,05358084,-49.99,'GA','Austell','E-W Connector & Floyd Rd_1025 East-West Connector SW_Austell Georgia 30106_678-842-9143',33.85663,-84.58367),
(47954400,54632448,-78.72,'GA','Buford','Mall of Georgia_3333 Buford Dr_Buford Georgia 30519_678-482-6877',34.06739405,-83.98679888),
(77848275,19750046,-59.80,'GA','Buford','Millcreek Walk_3264 Buford Drive_Buford Georgia 30519_678-714-8459',34.0678,-83.986699),
(89353979,98373271,-70.31,'GA','Canton','I-575 @ Hwy 5_1353 Riverstone Parkway_Canton Georgia 30114_770-704-6737',34.26094172,-84.46203264),
(20457793,48372978,-68.43,'GA','Columbus','US 80 & Veterans Pkwy_6783 Veterans Parkway_Columbus Georgia 31909_706-653-5520',32.543044,-84.95392),
(59108829,34369462,-30.67,'GA','Commerce','I-85 & US 441_30600 Hwy 441 So_Commerce Georgia 30529_706-423-9690',34.2538,-83.462599),
(39032999,41145976,-46.00,'GA','Conyers','1515 Hwy 138_1515 SR-138_Conyers Georgia 30013_770-602-0292',33.63807719,-84.01699585),
(60508179,75606299,-41.71,'GA','Cumming','GA 400 @ Hwy 20_906 Buford Hwy_Cumming Georgia 30041_678-513-2226',34.17983414,-84.13336861),
(77912158,75295702,-37.73,'GA','Cumming','Hwy 9 & Bethelview_2320 Atlanta Hwy_Cumming Georgia 30040_770-205-1885',34.1605491,-84.17425412),
(89989216,60252674,-42.86,'GA','Dacula','Hamilton Mill Rd & Braselton Hwy_2085 Hamilton Creek Pkwy_Dacula Georgia 30019_770-614-4968',34.07057843,-83.91317697),
(12760249,95318188,-33.52,'GA','Decatur','Decatur Square_133 East Court Square_Decatur Georgia 30031_(404) 371-1104',33.77514528,-84.29595735),
(86543553,78812033,-36.09,'GA','Douglasville','Chapel Hill Rd @ I-20_2736 Chapel Hill Rd_Douglasville Georgia 30135_678-838-7725',33.730935,-84.737248),
(40620627,92547314,-59.50,'GA','Douglasville','Arbor Place_6700 Douglas Blvd_Douglasville Georgia 30135_770-942-2472',33.72976907,-84.74779877),
(70418525,52723769,-81.88,'GA','Duluth','Satellite Blvd & Old P'tree Rd_1611 Satellite Blvd_Duluth Georgia 30097_678-417-5129',34.001366,-84.081248),
(29212940,51643160,-40.01,'GA','Duluth','Peachtree Ind. @ Howell Ferry_3631 Peachtree Industrial Blvd._Duluth Georgia 30096_770-622-3057',33.99839016,-84.16768348),
(68058211,31527063,-58.85,'GA','Duluth','Pleasant Hill @ P'tree Ind. Blvd._4205-A Pleasant Hill Road_Duluth Georgia 30096_678-957-1150',34.00470125,-84.17298371),
(80459570,68617550,-60.62,'GA','Duluth','Gwinnett Marketplace_3675 Satellite Blvd_Duluth Georgia 30136_(770) 232-9333',33.961313,-84.13265),
(77901634,93369546,-82.18,'GA','Duluth','Medlock & State Bridge_9700 Medlock Bridge Road_Duluth Georgia 30097_678-475-6447',34.01877144,-84.18992258),
(64436617,56193725,-31.98,'GA','Duluth','Pleasant Hill Plaza_1630 Pleasant Hill Road NW_Duluth Georgia 300965899_770-925-1560',33.94547268,-84.12538186),
(64921675,74707809,-34.83,'GA','Dunwoody','Dunwoody Village_5561 Chamblee-Dunwoody Road_Dunwoody Georgia 30338_(770) 604-9960',33.95006705,-84.33643344),
(50939678,19170945,-70.66,'GA','Dunwoody','Dunwoody_4516 Chamblee Dunwoody Road_Dunwoody Georgia 30338_770-455-1218',33.922845,-84.314381),
(63461022,67841411,-84.13,'GA','Dunwoody','Mt. Vernon & D'woody Club Dr._2090 Dunwoody Club Dr_Dunwoody Georgia 30305_770-522-0421',33.967441,-84.325385),
(10896350,75871869,-49.16,'GA','Evans','Washington Rd & Owens Rd_4237 Washington Rd_Evans Georgia 30809_706-855-1741',33.5248,-82.1198),
(20916970,05834761,-55.19,'GA','Fayetteville','Hwy 85 & Hwy 92_856 Hwy 85 South_Fayetteville Georgia 30214_770-460-3441',33.4737,-84.469696),
(52001648,09253636,-82.96,'GA','Fayetteville','Fayetteville_98 Pavilion Parkway_Fayetteville Georgia 30214_(770) 716-0814',33.48040565,-84.43737044),
(03521913,47464838,-52.81,'GA','Fort','Dwight Eisenhower Hospital Lobby_128 Hospital Road_Fort Gordon Georgia 30905_706-796-0243',33.42986,-82.13236),
(97309698,18048149,-49.96,'GA','Gainesville','Dawsonville Hwy - Gainesville_821 Dawsonville Hwy_Gainesville Georgia 30504_770-287-8824',34.29516,-83.85165),
(77345661,91811758,-75.31,'GA','Hiram','Hwy 278 @ Hwy 92_4910 Jimmy Lee Smith Parkway_Hiram Georgia 30141_770-222-3411',33.88869049,-84.74644639),
(34410909,56197206,-48.89,'GA','Kennesaw','Cherokee & Shiloh_4069 Cherokee St_Kennesaw Georgia 30144_770-590-5085',34.0492,-84.5976),
(46179228,92881942,-56.91,'GA','Kennesaw','Barrett Pkwy & Barrett Lakes Blvd_815 Barrett Parkway_Kennesaw Georgia 30144_770-427-0159',33.98216045,-84.60847149),
(21747574,51569165,-66.87,'GA','Kennesaw','U.S. 41 @ Acworth_3103 Cobb Parkway NW_Kennesaw Georgia 30152_770-974-3779',34.0305623,-84.65633296),
(61119446,16177914,-33.67,'GA','Kennesaw','I-75 & Barrett Pkwy_440 Ernest Barrett Parkway_Kennesaw Georgia 30144_(770) 427-9712',34.0119071,-84.56448332),
(70363707,32403638,-57.90,'GA','Lawrenceville','Hwy 120 & Hwy 316_860 Duluth hwy_Lawrenceville Georgia 30045_770-682-2742',33.967262,-84.02043),
(18746968,93107954,-49.11,'GA','Lawrenceville','Sugarloaf Pkwy @ Old Norcross_4825 Sugarloaf Pkwy_Lawrenceville Georgia 30044_678-376-1272',33.920364,-84.012845),
(95853161,34825418,-81.58,'GA','Lilburn','Lilburn_4103 Highway 29_Lilburn Georgia 30247_770-921-2799',33.90373949,-84.1171375),
(82520611,20113377,-83.07,'GA','Lilburn','Hwy 78 & Lucerne_4615 Highway 78_Lilburn Georgia 30047_770-972-2208',33.83139275,-84.09037612),
(33823921,14477253,-43.85,'GA','Loganville','Hwy 78 & Hwy 20 - Loganville_4270 Atlanta Hwy_Loganville Georgia 30052_770-554-4728',33.840656,-83.907152),
(34961954,14220519,-54.77,'GA','Macon','Presidential Pkwy & B Williamson Dr_4590 Billy Williamson Dr_Macon Georgia 31206_478-757-0316',32.8205,-83.7134),
(27411624,47566039,-72.95,'GA','Macon','I-75 @ Tom Hill Sr Blvd_121 Tom Hill Sr. Blvd_Macon Georgia 31210_478-475-0287',32.90046116,-83.68755533),
(97312721,95538761,-74.70,'GA','Macon','Forsyth Rd & Tucker Rd_4640 Forsyth Road_Macon Georgia 31210_478-477-5651',32.873848,-83.708587),
(83551975,57375213,-67.51,'GA','Madison','US 129 & SR 24 Bypass_1783 Eatonton Rd_Madison Georgia 30650_706-752-0468',33.560977,-83.477765),
(86711479,30812360,-46.99,'GA','Marietta','Dallas Hwy. & Villarica Rd._2535 Dallas Highway_Marietta Georgia 30064_678-354-5666',33.946036,-84.626108),
(22452400,95123624,-66.09,'GA','Marietta','E. Piedmont_2424 Roswell Rd NE_Marietta Georgia 30062_770-565-6068',33.97441278,-84.47763064),
(02284568,86689024,-54.12,'GA','Marietta','Powder Springs Rd @ Macland_1721 Powder Springs Rd_Marietta Georgia 30064_770-499-1251',33.90638939,-84.60287699),
(48659143,99716313,-44.04,'GA','Marietta','Johnson Ferry & Paper Mill_31 Johnson Ferry Road_Marietta Georgia 30067_(770) 226-0087',33.944632,-84.406392),
(24045690,18701453,-73.03,'GA','Marietta','Sandy Plains (Publix)_3605 Sandy Plains Road NE_Marietta Georgia 30066_(770) 565-0608',34.03650063,-84.46253199),
(65255798,71630642,-61.76,'GA','Marietta','Merchants Festival_1401 Johnson Ferry Road_Marietta Georgia 30062_(770) 578-8009',33.98372961,-84.4273198),
(65454292,25187030,-82.80,'GA','Marietta','Towne Center (B&N)_50 Barrett Parkway_Marietta Georgia 30066_(770) 424-5776',34.01405174,-84.55002995),
(49323319,48866230,-47.85,'GA','McDonough','I-75 & Hwy 20_1479 Hwy 20 West_McDonough Georgia 30253_678-432-6045',33.42192,-84.187187),
(20021496,99018788,-71.04,'GA','Newnan','Hwy 34 @ I-85_733 Bullsboro Road_Newnan Georgia 30265_678-423-9233',33.39653015,-84.75682068),
(58444045,43357419,-76.73,'GA','Norcross','Indian Trail @ Oak Brook Pkwy_1560 Indian Trail Lilburn Rd._Norcross Georgia 30093_678-924-3738',33.92131515,-84.17017862),
(80311554,62744710,-62.34,'GA','Norcross','Jay Bird Alley_5975 Peachtree Pkwy_Norcross Georgia 30092_678-421-9885',33.953895,-84.233882),
(13511095,31816517,-42.66,'GA','Peachtree','Kroger-Peachtree City 422_1101 Peachtree Parkway_Peachtree City Georgia 30269',33.44115,-84.58817),
(89213818,08913097,-84.87,'GA','Peachtree','Target Peachtree City T-2129_1209 Peachtree Parkway N_Peachtree City Georgia 30269_770-282-2165',33.373775,-84.55837),
(91266560,96985240,-59.51,'GA','Roswell','Coleman Village_930 Marietta Highway_Roswell Georgia 30075_770-645-0328',34.00638148,-84.38827127),
(32533331,98927944,-72.02,'GA','Roswell','Hwy 92 & King Rd_680 West Crossville Rd_Roswell Georgia 30075_770-993-7573',34.05737909,-84.37982233),
(72353569,34303318,-32.93,'GA','Roswell','Holcomb Place_1530 Old Alabama Road_Roswell Georgia 30076_(770) 518-0118',34.02091598,-84.31698227),
(01170942,95233468,-67.39,'GA','Roswell','Roswell Marketplace_10800 Alpharetta Highway_Roswell Georgia 30076_(770) 552-4118',34.04292299,-84.34121127),
(86767740,34279530,-55.57,'GA','Savannah','SAV - Savannah Main Rotunda_400 Airways Ave_Savannah Georgia 31408',32.13816423,-81.21754036),
(94434908,78930437,-82.54,'GA','Savannah','Bull & Broughton_1 East Broughton Street_Savannah Georgia 31401_912-447-6742',32.07885468,-81.09180771),
(66752085,22551486,-45.59,'GA','Savannah','Montgomery Cross Roads_49 W Montgomey Crossroads_Savannah Georgia 31405_912-925-4652',31.998392,-81.123634),
(19443659,60244342,-64.20,'GA','Savannah','Twelve Oaks SC_5500 Abercorn St_Savannah Georgia 31405_912-355-3780',32.0254,-81.1089),
(14833550,84296427,-48.82,'GA','Smyrna','I-285 & Atlanta Rd_4515 West Village Way_Smyrna Georgia 30080',33.92951,-84.307377),
(86767782,81168131,-81.75,'GA','Smyrna','Cumberland Market Place_2680 Cobb Parkway_Smyrna Georgia 300803014_770-955-0337',33.887694,-84.47333),
(99083793,04706115,-63.69,'GA','Snellville','Ronald Reagan & Hwy 124_1920 Scenic Hwy_Snellville Georgia 30078_678-344-2044',33.8738,-84.01382),
(35274480,77344883,-50.84,'GA','Stockbridge','Eagles Landing Pkwy & Medical Blvd_1058 Eagles Landing Parkway_Stockbridge Georgia 30281_678-565-1744',33.51091956,-84.22365005),
(50684831,40312948,-49.48,'GA','Stone','Marriott Evergreen ConferenceResort_4021 Lakeview Dr_Stone Mountain Georgia 30083_770-879-9900',33.79850809,-84.13116246),
(54949056,86239411,-35.91,'GA','Stone','Kroger-Stone Mountain 449_1227 Rockbridge Rd SW_Stone Mountain Georgia 30087_770-496-5357',33.841299,-84.131419),
(15801966,78188607,-37.43,'GA','Stone','SuperTarget Stone Mountain ST-1758_2055 West Park Place Boulevard_Stone Mountain Georgia 30087_770-879-5898',33.81812098,-84.11945552),
(82050805,92385590,-72.98,'GA','Suwanee','Peachtree Pkwy & Brookwood Rd_2609 Peachtree Parkway_Suwanee Georgia 30024_770-889-9240',34.0828,-84.1611),
(55969426,32880844,-40.05,'GA','Suwanee','P'tree Pkwy @ McGinnis Ferry Rd_11720 Medlock Bridge Rd_Suwanee Georgia 30097_678-475-1176',34.06615448,-84.16932678),
(29054698,24551631,-69.16,'GA','Tifton','US Hwy 82 @ I-75_1204 Hwy 82 West_Tifton Georgia 31794_229-382-5042',31.44466,-83.48427),
(89754930,02180435,-65.44,'GA','Tucker','North Lake_3983 LaVista Road_Tucker Georgia 30084_(770) 270-0611',33.84656033,-84.25210142),
(16942945,26632882,-45.08,'GA','Valdosta','I-75 @ St Augustine Rd_1305 North St Augustine Rd_Valdosta Georgia 31601_229-241-0771',30.84271982,-83.32668912),
(70537445,92649694,-46.59,'GA','Woodstock','Towne Lake Parkway_2035 Towne Lake Parkway _Woodstock Georgia 30189_(770) 592-5529',34.13092998,-84.56104091),
(35281808,73063559,-37.91,'HI','Hilo','Hilo_438 Kilauea Ave_Hilo Hawaii 96720_808-933-3094',19.722763,-155.085598),
(06200197,79132252,-38.22,'HI','Honolulu','HNL Honolulu Airport_300 Rogers Blvd_Honolulu Hawaii 96820',21.3067,-157.858444),
(66190314,98205498,-75.03,'HI','Kapolei','Kapolei Parkway_338 Kamokila Boulevard 108_Kapolei Hawaii 96797_808-674-1941',21.336,-158.0802),
(54126544,79894561,-44.92,'HI','Kohala','Mauna Lani_68-1330 Mauna Lani Drive H-101b_Kohala Coast Hawaii 96743_808-885-0570',19.9338,-155.8422),
(40726768,40127958,-39.01,'HI','Maui','OGG Kahului Main Concourse_New Terminal Bldg @ Bldg 340_Maui Hawaii 96732_808-877-5858',20.8818,-156.4633),
(60944147,64405068,-55.69,'IA','Ames','Ames-Lincoln Way & Washington_327 Lincoln Way_Ames Iowa 50010_515-232-1242',42.0229,-93.614139),
(15077948,07759312,-56.34,'IA','Ankeny','Ankeny-Delaware & Shurfine_1745 SE Delaware Ave._Ankeny Iowa 50021_515-963-9253',41.71306151,-93.58104337),
(44958270,78701201,-75.12,'IA','Bettendorf','Bettendorf-Middle & Kimberly_888 Middle Road_Bettendorf Iowa 52722_563-359-1110',41.53850919,-90.52275786),
(28469944,77422525,-35.17,'IA','Cedar','Hy Vee Foods-Cedar Rapids 7_5050 Edgewood Rd NE_Cedar Rapids Iowa 52411_319-378-0762',42.0315,-91.7016),
(33271895,67193048,-32.68,'IA','Cedar','Lindale Mall-Cedar Rapids_4444 First Avenue NE_Cedar Rapids Iowa 52402_319-378-6339',42.02331602,-91.62625006),
(11349452,58239275,-49.56,'IA','Cedar','Super Target Cedar Rapids S ST-1771_3400 Edgewood Road_Cedar Rapids Iowa 52411',42.01616669,-91.70308685),
(53790565,72425761,-33.55,'IA','Cedar','Super Target Cedar Rapids ST-1768_1030 Blaires Ferry Road NE_Cedar Rapids Iowa 52402',42.03517323,-91.64924047),
(13274219,56948498,-54.77,'IA','Clive','111th & Hickman_11084 Hickman RD_Clive Iowa 50325',41.6149,-93.77151),
