LATITUDE,LONGITUDE,MUNICIPIO,UF,
(-7.03,-37.14,"QUIXABA","PB"),
(-6.9,-35.83,"REMIGIO","PB"),
(-6.55,-35.64,"RIACHAO","PB"),
(-7.24,-35.66,"RIACHAO DO BACAMARTE","PB"),
(-7.14,-35.25,"RIACHAO DO POCO","PB"),
(-7.69,-36.15,"RIACHO DE SANTO ANTONIO","PB"),
(-6.37,-37.65,"RIACHO DOS CAVALOS","PB"),
(-6.8,-35.08,"RIO TINTO","PB"),
(-7.1,-36.84,"SALGADINHO","PB"),
(-7.35,-35.44,"SALGADO DE SAO FELIX","PB"),
(-7.73,-35.87,"SANTA CECILIA DE UMBUZEIRO","PB"),
(-6.53,-38.06,"SANTA CRUZ","PB"),
(-6.72,-38.63,"SANTA HELENA","PB"),
(-7.62,-38.55,"SANTA INES","PB"),
(-6.87,-36.91,"SANTA LUZIA","PB"),
(-7.11,-34.97,"SANTA RITA","PB"),
(-7.11,-37.45,"SANTA TERESINHA","PB"),
(-7.55,-38.33,"SANTANA DE MANGUEIRA","PB"),
(-7.38,-37.98,"SANTANA DOS GARROTES","PB"),
(-6.49,-38.47,"SANTAREM","PB"),
(-7.21,-36.63,"SANTO ANDRE","PB"),
(-6.48,-37.45,"SAO BENTO","PB"),
(-6.9,-37.72,"SAO BENTO DE POMBAL","PB"),
(-6.81,-37.94,"SAO DOMINGOS DE POMBAL","PB"),
(-7.63,-36.43,"SAO DOMINGOS DO CARIRI","PB"),
(-6.61,-38.09,"SAO FRANCISCO","PB"),
(-7.39,-36.53,"SAO JOAO DO CARIRI","PB"),
(-6.72,-38.44,"SAO JOAO DO RIO DO PEIXE","PB"),
(-8.07,-36.84,"SAO JOAO DO TIGRE","PB"),
(-6.94,-38.16,"SAO JOSE DA LAGOA TAPADA","PB"),
(-7.24,-38.3,"SAO JOSE DE CAIANA","PB"),
(-6.84,-37.32,"SAO JOSE DE ESPINHARAS","PB"),
(-7.12,-38.5,"SAO JOSE DE PIRANHAS","PB"),
(-7.73,-38.09,"SAO JOSE DE PRINCESA","PB"),
(-7.16,-37.3,"SAO JOSE DO BONFIM","PB"),
(-6.21,-37.35,"SAO JOSE DO BREJO DO CRUZ","PB"),
(-6.77,-36.79,"SAO JOSE DO SABUGI","PB"),
(-7.39,-36.8,"SAO JOSE DOS CORDEIROS","PB"),
(-7.25,-35.38,"SAO JOSE DOS RAMOS","PB"),
(-6.92,-37.09,"SAO MAMEDE","PB"),
(-7.25,-35.21,"SAO MIGUEL DE TAIPU","PB"),
(-7.08,-35.83,"SAO SEBASTIAO DE LAGOA DE ROCA","PB"),
(-8.15,-37.01,"SAO SEBASTIAO DO UMBUZEIRO","PB"),
(-7.09,-35.23,"SAPE","PB"),
(-6.93,-36.4,"SERIDO","PB"),
(-7.48,-36.66,"SERRA BRANCA","PB"),
(-6.68,-35.44,"SERRA DA RAIZ","PB"),
(-7.21,-38.37,"SERRA GRANDE","PB"),
(-7.17,-35.67,"SERRA REDONDA","PB"),
(-6.85,-35.62,"SERRARIA","PB"),
(-6.75,-35.44,"SERTAOZINHO","PB"),
(-7.14,-35.23,"SOBRADO","PB"),
(-6.77,-35.69,"SOLANEA","PB"),
(-7.05,-36.36,"SOLEDADE","PB"),
(-6.76,-36.25,"SOSSEGO","PB"),
(-6.76,-38.23,"SOUSA","PB"),
(-7.67,-36.88,"SUME","PB"),
(-6.48,-35.63,"TACIMA","PB"),
(-7.2,-36.82,"TAPEROA","PB"),
(-7.63,-37.87,"TAVARES","PB"),
(-7.22,-37.25,"TEIXEIRA","PB"),
(-6.94,-36.62,"TENORIO","PB"),
(-6.57,-38.59,"TRIUNFO","PB"),
(-6.51,-38.41,"UIRAUNA","PB"),
(-7.69,-35.66,"UMBUZEIRO","PB"),
(-6.77,-36.99,"VARZEA","PB"),
(-6.5,-38.25,"VIEIROPOLIS","PB"),
(-6.73,-37.56,"VISTA SERRANA","PB"),
(-8.07,-37.09,"ZABELE","PB"),
(-7.91,-34.9,"ABREU E LIMA","PE"),
(-7.75,-37.63,"AFOGADOS DA INGAZEIRA","PE"),
(-8.51,-41,"AFRANIO","PE"),
(-8.45,-35.94,"AGRESTINA","PE"),
(-8.7,-35.53,"AGUA PRETA","PE"),
(-9.11,-37.12,"AGUAS BELAS","PE"),
(-8.46,-36.77,"ALAGOINHA","PE"),
(-7.6,-35.23,"ALIANCA","PE"),
(-8.49,-36.05,"ALTINHO","PE"),
(-8.38,-35.45,"AMARAJI","PE"),
(-8.89,-36.28,"ANGELIM","PE"),
(-7.79,-35.09,"ARACOIABA","PE"),
(-7.57,-40.49,"ARARIPINA","PE"),
(-8.41,-37.05,"ARCOVERDE","PE"),
(-8.42,-35.65,"BARRA DE GUABIRABA","PE"),
(-8.81,-35.18,"BARREIROS","PE"),
(-8.61,-35.8,"BELEM DE MARIA","PE"),
(-8.75,-38.96,"BELEM DE SAO FRANCISCO","PE"),
(-8.33,-36.42,"BELO JARDIM","PE"),
(-8.27,-38.03,"BETANIA","PE"),
(-8.23,-35.79,"BEZERROS","PE"),
(-7.77,-39.94,"BODOCO","PE"),
(-9.17,-36.68,"BOM CONSELHO","PE"),
(-7.79,-35.58,"BOM JARDIM","PE"),
(-8.47,-35.72,"BONITO","PE"),
(-9.03,-36.56,"BREJAO","PE"),
(-7.34,-37.28,"BREJINHO","PE"),
(-8.14,-36.37,"BREJO DA MADRE DE DEUS","PE"),
(-7.72,-35.32,"BUENOS AIRES","PE"),
(-8.62,-37.15,"BUIQUE","PE"),
(-8.28,-35.03,"CABO DE SANTO AGOSTINHO","PE"),
(-8.51,-39.3,"CABROBO","PE"),
(-8.48,-36.23,"CACHOEIRINHA","PE"),
(-8.77,-36.62,"CAETES","PE"),
(-8.74,-36.33,"CALCADO","PE"),
(-7.94,-38.15,"CALUMBI","PE"),
(-8.02,-34.98,"CAMARAGIBE","PE"),
(-8.35,-35.76,"CAMOCIM DE SAO FELIX","PE"),
(-7.4,-35.27,"CAMUTANGA","PE"),
(-8.88,-36.19,"CANHOTINHO","PE"),
(-8.73,-36.62,"CAPOEIRAS","PE"),
(-7.8,-37.79,"CARNAIBA","PE"),
(-8.32,-38.74,"CARNAUBEIRA DA PENHA","PE"),
(-7.85,-35.25,"CARPINA","PE"),
(-8.28,-35.97,"CARUARU","PE"),
(-7.74,-35.72,"CASINHAS","PE"),
(-8.66,-35.71,"CATENDE","PE"),
(-7.72,-39.23,"CEDRO","PE"),
(-8,-35.21,"CHA DE ALEGRIA","PE"),
(-8.23,-35.46,"CHA GRANDE","PE"),
(-7.58,-35.1,"CONDADO","PE"),
(-9.12,-36.33,"CORRENTES","PE"),
(-8.47,-35.54,"CORTES","PE"),
(-8,-35.69,"CUMARU","PE"),
(-8.61,-35.95,"CUPIRA","PE"),
(-8.08,-37.64,"CUSTODIA","PE"),
(-8.44,-40.77,"DORMENTES","PE"),
(-8.35,-35.22,"ESCADA","PE"),
(-7.51,-39.72,"EXU","PE"),
(-7.95,-35.38,"FEIRA NOVA","PE"),
(-3.84,-32.41,"FERNANDO DE NORONHA","PE"),
(-7.44,-35.24,"FERREIROS","PE"),
(-7.86,-37.97,"FLORES","PE"),
(-8.6,-38.56,"FLORESTA","PE"),
(-7.94,-35.91,"FREI MIGUELINHO","PE"),
(-8.58,-35.38,"GAMELEIRA","PE"),
(-8.89,-36.49,"GARANHUNS","PE"),
(-8,-35.29,"GLORIA DO GOITA","PE"),
(-7.56,-35,"GOIANA","PE"),
(-7.71,-39.61,"GRANITO","PE"),
(-8.2,-35.56,"GRAVATA","PE"),
(-9.04,-36.84,"IATI","PE"),
(-8.54,-37.69,"IBIMIRIM","PE"),
(-8.58,-36.17,"IBIRAJUBA","PE"),
(-7.83,-34.9,"IGARASSU","PE"),
(-7.83,-37.51,"IGUARACI","PE"),
(-8.9,-37.82,"INAJA","PE"),
(-7.67,-37.46,"INGAZEIRA","PE"),
(-8.39,-35.06,"IPOJUCA","PE"),
(-7.65,-40.14,"IPUBI","PE"),
(-8.83,-38.7,"ITACURUBA","PE"),
(-8.94,-37.42,"ITAIBA","PE"),
(-7.74,-34.82,"ITAMARACA","PE"),
(-7.41,-35.11,"ITAMBE","PE"),
(-7.37,-37.19,"ITAPETIM","PE"),
(-7.77,-34.89,"ITAPISSUMA","PE"),
(-7.66,-35.1,"ITAQUITINGA","PE"),
(-8.11,-35.01,"JABOATAO DOS GUARARAPES","PE"),
(-8.72,-35.79,"JAQUEIRA","PE"),
(-7.99,-36.49,"JATAUBA","PE"),
(-9.18,-38.26,"JATOBA","PE"),
(-7.85,-35.58,"JOAO ALFREDO","PE"),
(-8.62,-35.53,"JOAQUIM NABUCO","PE"),
(-8.7,-36.48,"JUCATI","PE"),
(-8.71,-36.41,"JUPI","PE"),
(-8.71,-36.13,"JUREMA","PE"),
(-7.84,-35.32,"LAGOA DO CARRO","PE"),
(-7.93,-35.29,"LAGOA DO ITAENGA","PE"),
(-9.12,-36.45,"LAGOA DO OURO","PE"),
(-8.65,-35.9,"LAGOA DOS GATOS","PE"),
(-8.99,-40.27,"LAGOA GRANDE","PE"),
(-8.66,-36.32,"LAJEDO","PE"),
(-7.87,-35.45,"LIMOEIRO","PE"),
(-7.55,-35.45,"MACAPARANA","PE"),
(-7.69,-35.52,"MACHADOS","PE"),
(-8.96,-37.62,"MANARI","PE"),
(-8.8,-35.82,"MARAIAL","PE"),
(-8.11,-38.72,"MIRANDIBA","PE"),
(-7.63,-39.55,"MOREILANDIA","PE"),
(-8.11,-35.09,"MORENO","PE"),
(-7.74,-35.22,"NAZARE DA MATA","PE"),
(-8,-34.85,"OLINDA","PE"),
(-7.74,-35.6,"OROBO","PE"),
(-8.62,-39.6,"OROCO","PE"),
(-7.88,-40.08,"OURICURI","PE"),
(-8.68,-35.59,"PALMARES","PE"),
(-9,-36.32,"PALMEIRINA","PE"),
(-8.66,-36,"PANELAS","PE"),
(-8.92,-36.65,"PARANATAMA","PE"),
(-8.09,-39.57,"PARNAMIRIM","PE"),
(-7.99,-35.58,"PASSIRA","PE"),
(-7.89,-35.18,"PAUDALHO","PE"),
(-7.94,-34.87,"PAULISTA","PE"),
(-8.49,-36.94,"PEDRA","PE"),
(-8.35,-36.69,"PESQUEIRA","PE"),
(-9.06,-38.3,"PETROLANDIA","PE"),
(-9.39,-40.5,"PETROLINA","PE"),
(-8.18,-36.7,"POCAO","PE"),
(-8.14,-35.39,"POMBOS","PE"),
(-8.33,-35.35,"PRIMAVERA","PE"),
(-8.82,-36.01,"QUIPAPA","PE"),
(-7.72,-37.84,"QUIXABA","PE"),
(-8.05,-34.88,"RECIFE","PE"),
(-8.13,-35.85,"RIACHO DAS ALMAS","PE"),
(-8.51,-35.37,"RIBEIRAO","PE"),
(-8.66,-35.15,"RIO FORMOSO","PE"),
(-8.32,-35.7,"SAIRE","PE"),
(-7.93,-35.63,"SALGADINHO","PE"),
(-8.06,-39.12,"SALGUEIRO","PE"),
(-8.97,-36.68,"SALOA","PE"),
(-8.36,-36.56,"SANHARO","PE"),
(-8.24,-40.33,"SANTA CRUZ","PE"),
(-7.82,-38.15,"SANTA CRUZ DA BAIXA VERDE","PE"),
(-7.95,-36.2,"SANTA CRUZ DO CAPIBARIBE","PE"),
(-8.16,-40.61,"SANTA FILOMENA","PE"),
(-8.8,-39.82,"SANTA MARIA DA BOA VISTA","PE"),
(-7.84,-35.9,"SANTA MARIA DO CAMBUCA","PE"),
(-7.37,-37.48,"SANTA TEREZINHA","PE"),
(-8.8,-35.95,"SAO BENEDITO DO SUL","PE"),
(-8.52,-36.44,"SAO BENTO DO UNA","PE"),
(-8.32,-36.14,"SAO CAITANO","PE"),
(-8.87,-36.36,"SAO JOAO","PE"),
(-8.43,-35.8,"SAO JOAQUIM DO MONTE","PE"),
(-8.89,-35.14,"SAO JOSE DA COROA GRANDE","PE"),
(-7.86,-38.76,"SAO JOSE DO BELMONTE","PE"),
(-7.47,-37.27,"SAO JOSE DO EGITO","PE"),
(-8,-35.01,"SAO LOURENCO DA MATA","PE"),
(-7.59,-35.49,"SAO VICENTE FERRER","PE"),
(-7.98,-38.29,"SERRA TALHADA","PE"),
(-7.93,-39.29,"SERRITA","PE"),
(-8.07,-37.26,"SERTANIA","PE"),
(-8.59,-35.11,"SIRINHAEM","PE"),
(-7.6,-37.65,"SOLIDAO","PE"),
(-7.81,-35.74,"SURUBIM","PE"),
(-7.59,-37.53,"TABIRA","PE"),
(-8.31,-36.29,"TACAIMBO","PE"),
(-9.1,-38.15,"TACARATU","PE"),
(-8.76,-35.1,"TAMANDARE","PE"),
(-7.9,-36.04,"TAQUARITINGA DO NORTE","PE"),
(-9.05,-36.62,"TEREZINHA","PE"),
(-8.23,-39.37,"TERRA NOVA","PE"),
(-7.5,-35.31,"TIMBAUBA","PE"),
(-7.99,-36.05,"TORITAMA","PE"),
(-7.8,-35.24,"TRACUNHAEM","PE"),
(-7.76,-40.26,"TRINDADE","PE"),
(-7.83,-38.1,"TRIUNFO","PE"),
(-8.75,-37.34,"TUPANATINGA","PE"),
(-7.6,-37.31,"TUPARETAMA","PE"),
(-8.57,-36.87,"VENTUROSA","PE"),
(-7.92,-38.97,"VERDEJANTE","PE"),
(-7.77,-35.85,"VERTENTE DO LERIO","PE"),
(-7.9,-35.98,"VERTENTES","PE"),
(-7.65,-35.32,"VICENCIA","PE"),
(-8.11,-35.29,"VITORIA DE SANTO ANTAO","PE"),
(-8.8,-35.62,"XEXEU","PE"),
(-8.21,-41.08,"ACAUA","PI"),
(-5.79,-42.66,"AGRICOLANDIA","PI"),
(-5.89,-42.63,"AGUA BRANCA","PI"),
(-7,-40.93,"ALAGOINHA DO PIAUI","PI"),
(-7.24,-40.85,"ALEGRETE DO PIAUI","PI"),
(-5.25,-42.21,"ALTO LONGA","PI"),
(-5.03,-42.46,"ALTOS","PI"),
(-8.42,-43.77,"ALVORADA DO GURGUEIA","PI"),
(-6.24,-42.85,"AMARANTE","PI"),
(-6.08,-42.73,"ANGICAL DO PIAUI","PI"),
(-9.18,-43.04,"ANISIO DE ABREU","PI"),
(-7.21,-44.19,"ANTONIO ALMEIDA","PI"),
(-6.11,-41.79,"AROAZES","PI"),
(-6.65,-42.53,"ARRAIAL","PI"),
(-5.86,-41.03,"ASSUNCAO DO PIAUI","PI"),
(-10.13,-43.94,"AVELINO LOPES","PI"),
(-7.85,-45.21,"BAIXA GRANDE DO RIBEIRO","PI"),
(-6.51,-42.11,"BARRA DALCANTARA","PI"),
(-4.24,-42.29,"BARRAS","PI"),
(-9.92,-45.47,"BARREIRAS DO PIAUI","PI"),
(-5.81,-42.51,"BARRO DURO","PI"),
(-4.02,-42.07,"BATALHA","PI"),
(-7.98,-41.86,"BELA VISTA DO PIAUI","PI"),
(-7.37,-40.97,"BELEM DO PIAUI","PI"),
(-5.45,-42.36,"BENEDITINOS","PI"),
(-7.64,-43.95,"BERTOLINIA","PI"),
(-8.14,-40.79,"BETANIA DO PIAUI","PI"),
(-4.41,-42.08,"BOA HORA","PI"),
(-6.94,-41.32,"BOCAINA","PI"),
(-9.07,-44.35,"BOM JESUS","PI"),
(-3.19,-41.64,"BOM PRINCIPIO DO PIAUI","PI"),
(-9.16,-42.87,"BONFIM DO PIAUI","PI"),
(-4.48,-42.07,"BOQUEIRAO DO PIAUI","PI"),
(-4.13,-41.78,"BRASILEIRA","PI"),
(-8.21,-42.82,"BREJO DO PIAUI","PI"),
(-3.17,-41.86,"BURITI DOS LOPES","PI"),
(-5.31,-41.09,"BURITI DOS MONTES","PI"),
(-4.47,-42.3,"CABECEIRAS DO PIAUI","PI"),
(-6.76,-42.39,"CAJAZEIRAS DO PIAUI","PI"),
(-2.92,-41.33,"CAJUEIRO DA PRAIA","PI"),
(-7.33,-40.63,"CALDEIRAO GRANDE DO PIAUI","PI"),
(-7.66,-41.88,"CAMPINAS DO PIAUI","PI"),
(-8.37,-41.83,"CAMPO ALEGRE DO FIDALGO","PI"),
(-7.13,-41.03,"CAMPO GRANDE DO PIAUI","PI"),
(-3.81,-42.62,"CAMPO LARGO DO PIAUI","PI"),
(-4.82,-42.16,"CAMPO MAIOR","PI"),
(-7.68,-43.72,"CANAVIEIRA","PI"),
(-8.11,-42.94,"CANTO DO BURITI","PI"),
(-4.45,-41.94,"CAPITAO DE CAMPOS","PI"),
(-8.49,-41.82,"CAPITAO GERVASIO OLIVEIRA","PI"),
(-9.27,-43.33,"CARACOL","PI"),
(-3.47,-41.84,"CARAUBAS DO PIAUI","PI"),
(-7.73,-40.99,"CARIDADE DO PIAUI","PI"),
(-5.32,-41.55,"CASTELO DO PIAUI","PI"),
(-3.41,-41.89,"CAXINGO","PI"),
(-3.47,-41.55,"COCAL","PI"),
(-4.55,-41.97,"COCAL DE TELHA","PI"),
(-3.72,-41.44,"COCAL DOS ALVES","PI"),
(-5.06,-42.36,"COIVARAS","PI"),
(-8.18,-43.79,"COLONIA DO GURGUEIA","PI"),
(-7.23,-42.17,"COLONIA DO PIAUI","PI"),
(-7.87,-41.59,"CONCEICAO DO CANINDE","PI"),
(-8.81,-42.51,"CORONEL JOSE DIAS","PI"),
(-10.44,-45.16,"CORRENTE","PI"),
(-10.65,-45.18,"CRISTALANDIA DO PIAUI","PI"),
(-8.81,-44.22,"CRISTINO CASTRO","PI"),
(-10.03,-44.3,"CURIMATA","PI"),
(-9,-44.41,"CURRAIS","PI"),
(-7.83,-40.9,"CURRAL NOVO DO PIAUI","PI"),
(-5.58,-42.77,"CURRALINHOS","PI"),
(-5.35,-42.67,"DEMERVAL LOBAO","PI"),
(-9.33,-42.42,"DIRCEU ARCOVERDE","PI"),
(-6.95,-41.64,"DOM EXPEDITO LOPES","PI"),
(-9,-41.97,"DOM INOCENCIO","PI"),
(-4.25,-41.27,"DOMINGOS MOURAO","PI"),
(-6.2,-42.14,"ELESBAO VELOSO","PI"),
(-8.09,-43.66,"ELISEU MARTINS","PI"),
(-3.9,-42.23,"ESPERANTINA","PI"),
(-9.48,-42.79,"FARTURA DO PIAUI","PI"),
(-7.79,-42.92,"FLORES DO PIAUI","PI"),
(-7.46,-41.79,"FLORESTA DO PIAUI","PI"),
(-6.76,-43.02,"FLORIANO","PI"),
(-6.39,-42.26,"FRANCINOPOLIS","PI"),
(-6.62,-42.69,"FRANCISCO AYRES","PI"),
(-7.33,-40.78,"FRANCISCO MACEDO","PI"),
(-6.99,-41.13,"FRANCISCO SANTOS","PI"),
(-7.08,-40.61,"FRONTEIRAS","PI"),
(-7.15,-41.36,"GEMINIANO","PI"),
(-9.83,-45.34,"GILBUES","PI"),
(-6.78,-43.56,"GUADALUPE","PI"),
(-9.39,-43.68,"GUARIBAS","PI"),
(-5.98,-42.55,"HUGO NAPOLEAO","PI"),
(-2.85,-41.82,"ILHA GRANDE","PI"),
(-6.66,-41.7,"INHUMA","PI"),
(-6.82,-41.74,"IPIRANGA DO PIAUI","PI"),
(-7.73,-41.67,"ISAIAS COELHO","PI"),
(-7.44,-41.47,"ITAINOPOLIS","PI"),
(-7.6,-43.02,"ITAUEIRA","PI"),
(-7.93,-41.21,"JACOBINA DO PIAUI","PI"),
(-7.35,-41.13,"JAICOS","PI"),
(-6.09,-42.63,"JARDIM DO MULATO","PI"),
(-4.77,-41.81,"JATOBA DO PIAUI","PI"),
(-7.08,-43.51,"JERUMENHA","PI"),
(-8.51,-42.41,"JOAO COSTA","PI"),
(-3.5,-42.19,"JOAQUIM PIRES","PI"),
(-3.47,-42.42,"JOCA MARQUES","PI"),
(-4.75,-42.57,"JOSE DE FREITAS","PI"),
(-5.17,-41.7,"JUAZEIRO DO PIAUI","PI"),
(-10.32,-44.23,"JULIO BORGES","PI"),
(-9.23,-43.12,"JUREMA","PI"),
(-4.51,-42.62,"LAGOA ALEGRE","PI"),
(-4.39,-41.6,"LAGOA DE SAO FRANCISCO","PI"),
(-8.47,-41.52,"LAGOA DO BARRO DO PIAUI","PI"),
(-5.41,-42.64,"LAGOA DO PIAUI","PI"),
(-6.51,-41.58,"LAGOA DO SITIO","PI"),
(-5.83,-42.62,"LAGOINHA DO PIAUI","PI"),
(-7.26,-43.93,"LANDRI SALES","PI"),
(-2.87,-41.66,"LUIS CORREIA","PI"),
(-3.45,-42.37,"LUZILANDIA","PI"),
(-3.48,-42.5,"MADEIRO","PI"),
(-8.01,-43.87,"MANOEL EMIDIO","PI"),
(-7.44,-40.66,"MARCOLANDIA","PI"),
(-7.12,-43.89,"MARCOS PARENTE","PI"),
(-7.46,-41.12,"MASSAPE DO PIAUI","PI"),
(-3.71,-42.55,"MATIAS OLIMPIO","PI"),
(-4.16,-42.89,"MIGUEL ALVES","PI"),
(-5.68,-42.73,"MIGUEL LEAO","PI"),
(-4.68,-41.42,"MILTON BRANDAO","PI"),
(-5.56,-42.6,"MONSENHOR GIL","PI"),
(-6.99,-41.03,"MONSENHOR HIPOLITO","PI"),
(-9.75,-45.3,"MONTE ALEGRE DO PIAUI","PI"),
(-9.72,-43.9,"MORRO CABECA NO TEMPO","PI"),
(-3.74,-42.31,"MORRO DO CHAPEU DO PIAUI","PI"),
(-3.31,-42.09,"MURICI DOS PORTELAS","PI"),
(-6.97,-42.67,"NAZARE DO PIAUI","PI"),
(-4.63,-42.17,"NOSSA SENHORA DE NAZARE","PI"),
(-3.97,-42.62,"NOSSA SENHORA DOS REMEDIOS","PI"),
(-6.44,-41.93,"NOVO ORIENTE DO PIAUI","PI"),
(-5.28,-41.93,"NOVO SANTO ANTONIO","PI"),
(-7.02,-42.13,"OEIRAS","PI"),
(-5.84,-42.57,"OLHO DAGUA DO PIAUI","PI"),
(-7.35,-40.9,"PADRE MARCOS","PI"),
(-7.77,-42.25,"PAES LANDIM","PI"),
(-7.85,-42.82,"PAJEU DO PIAUI","PI"),
(-8.72,-44.23,"PALMEIRA DO PIAUI","PI"),
(-5.97,-43.06,"PALMEIRAIS","PI"),
(-7.1,-41.7,"PAQUETA","PI"),
(-10.22,-44.63,"PARNAGUA","PI"),
(-2.9,-41.77,"PARNAIBA","PI"),
(-5.85,-42.44,"PASSAGEM FRANCA DO PIAUI","PI"),
(-7.66,-41.24,"PATOS DO PIAUI","PI"),
(-8.14,-41.15,"PAULISTANA","PI"),
(-7.96,-43.22,"PAVUSSU","PI"),
(-4.42,-41.45,"PEDRO II","PI"),
(-8.06,-42.28,"PEDRO LAURENTINO","PI"),
(-8.08,-42.05,"PETRONIO PORTELA","PI"),
(-7.07,-41.46,"PICOS","PI"),
(-6.24,-41.41,"PIMENTEIRAS","PI"),
(-6.83,-40.57,"PIO IX","PI"),
(-3.92,-41.7,"PIRACURUCA","PI"),
(-4.27,-41.77,"PIRIPIRI","PI"),
(-3.89,-42.71,"PORTO","PI"),
(-6.96,-44.18,"PORTO ALEGRE DO PIAUI","PI"),
(-5.66,-42.2,"PRATA DO PIAUI","PI"),
(-8.57,-41.41,"QUEIMADA NOVA","PI"),
(-9.48,-44.58,"REDENCAO DO GURGUEIA","PI"),
(-6.23,-42.68,"REGENERACAO","PI"),
(-10.12,-44.95,"RIACHO FRIO","PI"),
(-7.69,-42.71,"RIBEIRA DO PIAUI","PI"),
(-7.55,-45.24,"RIBEIRO GONCALVES","PI"),
(-7.77,-43.14,"RIO GRANDE DO PIAUI","PI"),
(-7.18,-41.76,"SANTA CRUZ DO PIAUI","PI"),
(-5.8,-41.95,"SANTA CRUZ DOS MILAGRES","PI"),
(-9.11,-45.92,"SANTA FILOMENA","PI"),
(-8.95,-44.12,"SANTA LUZ","PI"),
(-6.79,-42.28,"SANTA ROSA DO PIAUI","PI"),
(-6.94,-41.51,"SANTANA DO PIAUI","PI"),
(-6.98,-41.23,"SANTO ANTONIO DE LISBOA","PI"),
(-6.04,-42.71,"SANTO ANTONIO DOS MILAGRES","PI"),
(-7.43,-41.91,"SANTO INACIO DO PIAUI","PI"),
(-8.96,-43,"SAO BRAZ DO PIAUI","PI"),
(-5.93,-42.11,"SAO FELIX DO PIAUI","PI"),
(-8.23,-41.68,"SAO FRANCISCO DE ASSIS DO PIAUI","PI"),
(-7.25,-42.54,"SAO FRANCISCO DO PIAUI","PI"),
(-10.03,-45.3,"SAO GONCALO DO GURGUEIA","PI"),
(-5.99,-42.7,"SAO GONCALO DO PIAUI","PI"),
(-6.81,-41.34,"SAO JOAO DA CANABRAVA","PI"),
(-3.95,-41.25,"SAO JOAO DA FRONTEIRA","PI"),
(-5.51,-41.89,"SAO JOAO DA SERRA","PI"),
(-6.94,-41.89,"SAO JOAO DA VARJOTA","PI"),
(-3.81,-42.44,"SAO JOAO DO ARRAIAL","PI"),
(-8.35,-42.24,"SAO JOAO DO PIAUI","PI"),
(-3.81,-41.83,"SAO JOSE DO DIVINO","PI"),
(-7.49,-42.56,"SAO JOSE DO PEIXE","PI"),
(-6.87,-41.47,"SAO JOSE DO PIAUI","PI"),
(-7.08,-40.82,"SAO JULIAO","PI"),
(-9.16,-42.54,"SAO LOURENCO DO PIAUI","PI"),
(-6.82,-41.32,"SAO LUIS DO PIAUI","PI"),
(-5.86,-42.18,"SAO MIGUEL DA BAIXA GRANDE","PI"),
(-7.58,-42.37,"SAO MIGUEL DO FIDALGO","PI"),
(-5.5,-41.32,"SAO MIGUEL DO TAPUIO","PI"),
(-5.92,-42.71,"SAO PEDRO DO PIAUI","PI"),
(-9.01,-42.69,"SAO RAIMUNDO NONATO","PI"),
(-10.81,-44.83,"SEBASTIAO BARROS","PI"),
(-7.56,-44.06,"SEBASTIAO LEAL","PI"),
(-4.91,-41.73,"SIGEFREDO PACHECO","PI"),
(-7.59,-40.81,"SIMOES","PI"),
(-7.85,-41.91,"SIMPLICIO MENDES","PI"),
(-7.86,-42.49,"SOCORRO DO PIAUI","PI"),
(-7.04,-41.38,"SUSSUAPARA","PI"),
(-8.4,-42.91,"TAMBORIL DO PIAUI","PI"),
(-6.6,-42.28,"TANQUE DO PIAUI","PI"),
(-5.08,-42.8,"TERESINA","PI"),
(-4.58,-42.86,"UNIAO","PI"),
(-7.22,-44.55,"URUCUI","PI"),
(-6.4,-41.74,"VALENCA DO PIAUI","PI"),
(-9.23,-42.96,"VARZEA BRANCA","PI"),
(-6.54,-42.24,"VARZEA GRANDE","PI"),
(-7.6,-41.48,"VERA MENDES","PI"),
(-7.13,-40.94,"VILA NOVA DO PIAUI","PI"),
(-7.23,-41.91,"WALL FERRAZ","PI"),
(-23.3,-50.31,"ABATIA","PR"),
(-24.65,-48.99,"ADRIANOPOLIS","PR"),
(-25.99,-49.33,"AGUDOS DO SUL","PR"),
(-25.32,-49.31,"ALMIRANTE TAMANDARE","PR"),
(-24.79,-52.71,"ALTAMIRA DO PARANA","PR"),
(-23.12,-52.31,"ALTO PARANA","PR"),
(-24.02,-53.44,"ALTO PIQUIRI","PR"),
(-23.87,-53.9,"ALTONIA","PR"),
(-22.78,-51.23,"ALVORADA DO SUL","PR"),
(-23.09,-52.78,"AMAPORA","PR"),
(-25.91,-53.47,"AMPERE","PR"),
(-24.71,-53.08,"ANAHY","PR"),
(-23.05,-50.22,"ANDIRA","PR"),
(-23.19,-51.91,"ANGULO","PR"),
(-25.42,-48.71,"ANTONINA","PR"),
(-25.98,-50.19,"ANTONIO OLINTO","PR"),
(-23.55,-51.46,"APUCARANA","PR"),
(-23.41,-51.42,"ARAPONGAS","PR"),
(-24.15,-49.82,"ARAPOTI","PR"),
(-24.31,-51.78,"ARAPUA","PR"),
(-23.93,-52.49,"ARARUNA","PR"),
(-25.59,-49.41,"ARAUCARIA","PR"),
(-24.38,-51.58,"ARIRANHA DO IVAI","PR"),
(-23.37,-50.84,"ASSAI","PR"),
(-24.42,-53.52,"ASSIS CHATEAUBRIAND","PR"),
(-23.23,-51.66,"ASTORGA","PR"),
